,bus_name,bus_rating,seat_type,departure_time,pick_up_point,arrival_date,arrival_time,drop_of_point,duration,original_price,sale_price,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
197,36 Limousine,4.8 (502),Limousine 11 chỗ,21:01,• Văn phòng Đồng Tàu,,23:31,• Văn phòng Thanh Hóa,2h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
198,36 Limousine,4.8 (502),Limousine 11 chỗ,17:01,• Văn phòng Đồng Tàu,,19:31,• Văn phòng Thanh Hóa,2h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
199,36 Limousine,4.8 (502),Limousine 11 chỗ,7:00,• Văn phòng Đồng Tàu,,9:30,• Văn phòng Thanh Hóa,2h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
200,36 Limousine,4.8 (502),Limousine 11 chỗ,12:01,• Văn phòng Đồng Tàu,,14:31,• Văn phòng Thanh Hóa,2h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
201,36 Limousine,4.8 (502),Limousine 11 chỗ,18:01,• Văn phòng Đồng Tàu,,20:31,• Văn phòng Thanh Hóa,2h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
202,36 Limousine,4.8 (502),Limousine 11 chỗ,12:00,• Văn phòng Đồng Tàu,,14:30,• Văn phòng Thanh Hóa,2h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
203,36 Limousine,4.8 (502),Limousine 11 chỗ,17:00,• Văn phòng Đồng Tàu,,19:30,• Văn phòng Thanh Hóa,2h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
204,36 Limousine,4.8 (502),Limousine 11 chỗ,10:01,• Văn phòng Đồng Tàu,,12:31,• Văn phòng Thanh Hóa,2h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
205,36 Limousine,4.8 (502),Limousine 11 chỗ,11:01,• Văn phòng Đồng Tàu,,13:31,• Văn phòng Thanh Hóa,2h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
206,36 Limousine,4.8 (502),Limousine 11 chỗ,16:01,• Văn phòng Đồng Tàu,,18:31,• Văn phòng Thanh Hóa,2h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
207,36 Limousine,4.8 (502),Limousine 11 chỗ,19:01,• Văn phòng Đồng Tàu,,21:31,• Văn phòng Thanh Hóa,2h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
208,36 Limousine,4.8 (502),Limousine 11 chỗ,11:00,• Văn phòng Đồng Tàu,,13:30,• Văn phòng Thanh Hóa,2h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
209,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,13:30,• Bến xe Nước Ngầm,,17:00,• Văn Phòng Nghi Sơn,3h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
210,Thành Trung Limousine,4 (113),Limousine 11 chỗ,22:00,• Văn phòng Hà Nội,(16/10),0:00,• Văn Phòng Thanh Hóa,2h,230,210,-9%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4,4.3,4.3,3.9,4.3
211,Thành Trung Limousine,4 (113),Limousine 11 chỗ,23:00,• Văn phòng Hà Nội,(16/10),1:00,• Văn Phòng Thanh Hóa,2h,230,210,-9%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4,4.3,4.3,3.9,4.3
212,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,13:30,• Bến xe Nước Ngầm,,16:30,• Văn Phòng Quảng Xương,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
213,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,18:00,• Bến xe Nước Ngầm,,21:00,• Bến xe phía bắc Thanh Hóa,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
214,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,12:00,• Bến xe Nước Ngầm,,15:00,• Bến xe khách Sầm Sơn,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
215,Bình Hoài Limousine,4 (297),Limousine 10 chỗ,14:00,• Văn phòng Hoàng Mai,,16:20,• Văn phòng Triệu Sơn,2h20m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,4,4.1,4.3,4.1,4,4.6
216,An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,9:00,• Văn Phòng Hà Nội,,12:00,• VP Thanh Hóa,3h,250,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5
217,An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,13:00,• Văn Phòng Hà Nội,,16:00,• VP Thanh Hóa,3h,250,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5
218,Bình Hoài Limousine,4 (297),Limousine 10 chỗ,16:00,• Văn phòng Hoàng Mai,,18:20,• Văn phòng Triệu Sơn,2h20m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,
219,Bình Hoài Limousine,4 (297),Limousine 10 chỗ,20:00,• Văn phòng Hoàng Mai,,22:20,• Văn phòng Triệu Sơn,2h20m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,
220,Bình Hoài Limousine,4 (297),Limousine 10 chỗ,12:00,• Văn phòng Hoàng Mai,,14:50,• Tượng đài Lê Lợi,2h50m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,4,4.1,4.3,4.1,4,4.6
221,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,12:00,• Bến xe Nước Ngầm,,15:00,• Bến xe khách Triệu Sơn,3h,230,200,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
222,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:00,• Bến xe Nước Ngầm,,19:00,• Bến xe khách Triệu Sơn,3h,230,200,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
223,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,15:01,• Bến xe Giáp Bát,,17:31,• Bến xe Phía Bắc Thanh Hóa,2h30m,250,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
224,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,15:01,• Bến xe Giáp Bát,,18:21,• Bến xe Hoằng Hóa,3h20m,250,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
225,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,20:01,• Bến xe Giáp Bát,,23:21,• Bến xe Hoằng Hóa,3h20m,250,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
226,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,18:00,• Văn Phòng Hà Nội,,20:30,• Bến xe phía Tây Thanh Hóa,2h30m,210,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
227,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,9:01,• Bến xe Giáp Bát,,12:21,• Bến xe Hoằng Hóa,3h20m,250,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
228,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,9:01,• Bến xe Giáp Bát,,11:31,• Bến xe Phía Bắc Thanh Hóa,2h30m,250,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
229,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,20:01,• Bến xe Giáp Bát,,22:31,• Bến xe Phía Bắc Thanh Hóa,2h30m,250,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
230,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,18:01,• Bến xe Nước Ngầm,,20:31,• Bến xe phía Tây Thanh Hóa,2h30m,250,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
231,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,13:00,• Văn Phòng Hà Nội,,15:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
232,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,10:00,• Văn Phòng Hà Nội,,12:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
233,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,15:00,• Văn Phòng Hà Nội,,17:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
234,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,18:00,• Văn Phòng Hà Nội,,20:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
235,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,20:00,• Văn Phòng Hà Nội,,22:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
236,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,9:00,• Văn Phòng Hà Nội,,11:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
237,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,8:00,• Văn Phòng Hà Nội,,10:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
238,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,9:00,• Văn Phòng Hà Nội,,11:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
239,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,7:00,• Văn Phòng Hà Nội,,9:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
240,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,17:00,• Văn Phòng Hà Nội,,19:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
241,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,7:00,• Văn Phòng Hà Nội,,9:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
242,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,16:00,• Văn Phòng Hà Nội,,18:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
243,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,14:00,• Văn Phòng Hà Nội,,16:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,
244,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,12:00,• Văn Phòng Hà Nội,,14:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,
245,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,15:00,• Văn Phòng Hà Nội,,17:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
246,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,8:00,• Văn Phòng Hà Nội,,10:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,
247,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,12:00,• Văn Phòng Hà Nội,,14:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,
248,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,10:00,• Văn Phòng Hà Nội,,12:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
249,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,19:00,• Văn Phòng Hà Nội,,21:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
250,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,19:00,• Văn Phòng Hà Nội,,21:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
251,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,20:00,• Văn Phòng Hà Nội,,22:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
252,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,17:00,• Văn Phòng Hà Nội,,19:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
253,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,13:00,• Văn Phòng Hà Nội,,15:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
254,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,16:00,• Văn Phòng Hà Nội,,18:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
255,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,18:00,• Văn Phòng Hà Nội,,20:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
256,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,11:00,• Văn Phòng Hà Nội,,13:00,• Văn phòng Bỉm Sơn,2h,180,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
257,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,11:00,• Văn Phòng Hà Nội,,13:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
258,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,14:00,• Văn Phòng Hà Nội,,16:30,• Văn phòng Hậu Lộc,2h30m,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
259,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,15:00,• Bến xe Nước Ngầm,,18:00,• Bến xe phía bắc Thanh Hóa,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
260,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,14:30,• Bến xe Nước Ngầm,,18:00,• Văn Phòng Nghi Sơn,3h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
261,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:30,• Bến xe Nước Ngầm,,19:30,• Văn Phòng Quảng Xương,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
262,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,15:30,• Bến xe Nước Ngầm,,18:30,• Văn Phòng Quảng Xương,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
263,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,19:30,• Bến xe Nước Ngầm,,22:30,• Văn Phòng Quảng Xương,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
264,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,18:30,• Bến xe Nước Ngầm,,21:30,• Văn Phòng Quảng Xương,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
265,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,17:30,• Bến xe Nước Ngầm,,20:30,• Văn Phòng Quảng Xương,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
266,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,17:30,• Bến xe Nước Ngầm,,21:00,• Văn Phòng Nghi Sơn,3h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
267,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,12:30,• Bến xe Nước Ngầm,,15:30,• Văn Phòng Quảng Xương,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
268,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,20:30,• Bến xe Nước Ngầm,(16/10),0:00,• Văn Phòng Nghi Sơn,3h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
269,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,20:30,• Bến xe Nước Ngầm,,23:30,• Văn Phòng Quảng Xương,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
270,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,21:00,• Bến xe Nước Ngầm,(16/10),0:00,• Bến xe phía bắc Thanh Hóa,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
271,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,18:30,• Bến xe Nước Ngầm,,22:00,• Văn Phòng Nghi Sơn,3h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
272,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,15:30,• Bến xe Nước Ngầm,,19:00,• Văn Phòng Nghi Sơn,3h30m,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
273,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:00,• Bến xe Nước Ngầm,,19:00,• Bến xe khách Sầm Sơn,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
274,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,19:00,• Bến xe Nước Ngầm,,22:00,• Bến xe khách Sầm Sơn,3h,230,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5
275,FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,8:30,"• Bến xe Nước Ngầm, Hà Nội",,10:30,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
276,FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,12:40,"• Bến xe Nước Ngầm, Hà Nội",,14:40,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
277,FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,19:30,"• Bến xe Nước Ngầm, Hà Nội",,21:30,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
278,FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,17:20,"• Bến xe Giáp Bát, Hà Nội",,19:50,"• Nút giao Hà Lĩnh, Hà Trung, Thanh Hóa",2h30m,300,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
279,FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,10:30,"• Bến xe Nước Ngầm, Hà Nội",,12:30,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
280,FUTA HÀ SƠN,4.8 (318),Limousine 24 chỗ,23:40,"• Bến xe Nước Ngầm, Hà Nội",(16/10),1:40,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,390,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
281,FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,22:20,"• Bến xe Nước Ngầm, Hà Nội",(16/10),0:20,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,200,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
282,FUTA HÀ SƠN,4.8 (318),Limousine 24 chỗ,19:30,"• Bến xe Giáp Bát, Hà Nội",,22:00,"• Nút giao Hà Lĩnh, Hà Trung, Thanh Hóa",2h30m,500,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
283,FUTA HÀ SƠN,4.8 (318),Limousine 24 chỗ,14:20,"• Bến xe Nước Ngầm, Hà Nội",,16:20,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,390,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
284,Thành Trung Limousine,4 (113),Limousine 11 chỗ,11:00,• Văn phòng Hà Nội,,13:30,• Văn phòng Nghi Sơn,2h30m,280,260,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4,4.3,4.3,3.9,4.3
285,Thành Trung Limousine,4 (113),Limousine 11 chỗ,12:00,• Văn phòng Hà Nội,,14:30,• Văn phòng Nghi Sơn,2h30m,280,260,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4,4.3,4.3,3.9,4.3
286,Thành Trung Limousine,4 (113),Limousine 11 chỗ,10:00,• Văn phòng Hà Nội,,12:30,• Văn phòng Nghi Sơn,2h30m,280,260,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4,4.3,4.3,3.9,4.3
287,Thành Trung Limousine,4 (113),Limousine 11 chỗ,17:00,• Văn phòng Hà Nội,,19:30,• Văn phòng Nghi Sơn,2h30m,280,260,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4,4.3,4.3,3.9,4.3
288,Thành Trung Limousine,4 (113),Limousine 11 chỗ,9:00,• Văn phòng Hà Nội,,11:30,• Văn phòng Nghi Sơn,2h30m,280,260,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4,4.3,4.3,3.9,4.3
289,Thành Trung Limousine,4 (113),Limousine 9 chỗ,7:00,• Văn phòng Hà Nội,,9:30,• Văn phòng Nghi Sơn,2h30m,280,260,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4,4.3,4.3,3.9,4.3
290,Thành Trung Limousine,4 (113),Limousine 11 chỗ,14:00,• Văn phòng Hà Nội,,16:30,• Văn phòng Nghi Sơn,2h30m,280,260,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4,4.3,4.3,3.9,4.3
291,Thành Trung Limousine,4 (113),Limousine 11 chỗ,15:00,• Văn phòng Hà Nội,,17:30,• Văn phòng Nghi Sơn,2h30m,280,260,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4,4.3,4.3,3.9,4.3
292,Thành Trung Limousine,4 (113),Limousine 11 chỗ,13:00,• Văn phòng Hà Nội,,15:30,• Văn phòng Nghi Sơn,2h30m,280,260,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4,4.3,4.3,3.9,4.3
293,Thành Trung Limousine,4 (113),Limousine 11 chỗ,18:00,• Văn phòng Hà Nội,,20:30,• Văn phòng Nghi Sơn,2h30m,280,260,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4,4.3,4.3,3.9,4.3
294,Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,22:30,• Bến xe Nước Ngầm,(16/10),1:30,• Big C Thanh Hóa,3h,350,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7
