bus_name,bus_rating,seat_type,departure_time,pick_up_point,arrival_date,arrival_time,drop_of_point,duration,original_price,sale_price,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,20:00,• Văn Phòng Hà Nội,,23:00,• VP Thanh Hóa,3h,250.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,13:00,• Bến xe Nước Ngầm,,16:00,• Bến xe Hoằng Hóa,3h,250.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
36 Limousine,4.8 (502),Limousine 11 chỗ,21:01,• Văn phòng Đồng Tàu,,23:31,• Văn phòng Thanh Hóa,2h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
36 Limousine,4.8 (502),Limousine 11 chỗ,17:01,• Văn phòng Đồng Tàu,,19:31,• Văn phòng Thanh Hóa,2h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
36 Limousine,4.8 (502),Limousine 11 chỗ,07:00,• Văn phòng Đồng Tàu,,09:30,• Văn phòng Thanh Hóa,2h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
36 Limousine,4.8 (502),Limousine 11 chỗ,12:01,• Văn phòng Đồng Tàu,,14:31,• Văn phòng Thanh Hóa,2h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
36 Limousine,4.8 (502),Limousine 11 chỗ,18:01,• Văn phòng Đồng Tàu,,20:31,• Văn phòng Thanh Hóa,2h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
36 Limousine,4.8 (502),Limousine 11 chỗ,12:00,• Văn phòng Đồng Tàu,,14:30,• Văn phòng Thanh Hóa,2h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
36 Limousine,4.8 (502),Limousine 11 chỗ,17:00,• Văn phòng Đồng Tàu,,19:30,• Văn phòng Thanh Hóa,2h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
36 Limousine,4.8 (502),Limousine 11 chỗ,10:01,• Văn phòng Đồng Tàu,,12:31,• Văn phòng Thanh Hóa,2h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
36 Limousine,4.8 (502),Limousine 11 chỗ,11:01,• Văn phòng Đồng Tàu,,13:31,• Văn phòng Thanh Hóa,2h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
36 Limousine,4.8 (502),Limousine 11 chỗ,16:01,• Văn phòng Đồng Tàu,,18:31,• Văn phòng Thanh Hóa,2h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
36 Limousine,4.8 (502),Limousine 11 chỗ,19:01,• Văn phòng Đồng Tàu,,21:31,• Văn phòng Thanh Hóa,2h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
36 Limousine,4.8 (502),Limousine 11 chỗ,11:00,• Văn phòng Đồng Tàu,,13:30,• Văn phòng Thanh Hóa,2h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,13:30,• Bến xe Nước Ngầm,,17:00,• Văn Phòng Nghi Sơn,3h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Thành Trung Limousine,4 (113),Limousine 11 chỗ,22:00,• Văn phòng Hà Nội,(16/10),00:00,• Văn Phòng Thanh Hóa,2h,230.0,210.0,-9%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3
Thành Trung Limousine,4 (113),Limousine 11 chỗ,23:00,• Văn phòng Hà Nội,(16/10),01:00,• Văn Phòng Thanh Hóa,2h,230.0,210.0,-9%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,13:30,• Bến xe Nước Ngầm,,16:30,• Văn Phòng Quảng Xương,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,18:00,• Bến xe Nước Ngầm,,21:00,• Bến xe phía bắc Thanh Hóa,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,12:00,• Bến xe Nước Ngầm,,15:00,• Bến xe khách Sầm Sơn,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Bình Hoài Limousine,4 (297),Limousine 10 chỗ,14:00,• Văn phòng Hoàng Mai,,16:20,• Văn phòng Triệu Sơn,2h20m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6
An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,09:00,• Văn Phòng Hà Nội,,12:00,• VP Thanh Hóa,3h,250.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0
An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,13:00,• Văn Phòng Hà Nội,,16:00,• VP Thanh Hóa,3h,250.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0
Bình Hoài Limousine,4 (297),Limousine 10 chỗ,16:00,• Văn phòng Hoàng Mai,,18:20,• Văn phòng Triệu Sơn,2h20m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,
Bình Hoài Limousine,4 (297),Limousine 10 chỗ,20:00,• Văn phòng Hoàng Mai,,22:20,• Văn phòng Triệu Sơn,2h20m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,
Bình Hoài Limousine,4 (297),Limousine 10 chỗ,12:00,• Văn phòng Hoàng Mai,,14:50,• Tượng đài Lê Lợi,2h50m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,12:00,• Bến xe Nước Ngầm,,15:00,• Bến xe khách Triệu Sơn,3h,230.0,200.0,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:00,• Bến xe Nước Ngầm,,19:00,• Bến xe khách Triệu Sơn,3h,230.0,200.0,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,15:01,• Bến xe Giáp Bát,,17:31,• Bến xe Phía Bắc Thanh Hóa,2h30m,250.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,15:01,• Bến xe Giáp Bát,,18:21,• Bến xe Hoằng Hóa,3h20m,250.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,20:01,• Bến xe Giáp Bát,,23:21,• Bến xe Hoằng Hóa,3h20m,250.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,18:00,• Văn Phòng Hà Nội,,20:30,• Bến xe phía Tây Thanh Hóa,2h30m,210.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,09:01,• Bến xe Giáp Bát,,12:21,• Bến xe Hoằng Hóa,3h20m,250.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,09:01,• Bến xe Giáp Bát,,11:31,• Bến xe Phía Bắc Thanh Hóa,2h30m,250.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,20:01,• Bến xe Giáp Bát,,22:31,• Bến xe Phía Bắc Thanh Hóa,2h30m,250.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,18:01,• Bến xe Nước Ngầm,,20:31,• Bến xe phía Tây Thanh Hóa,2h30m,250.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,13:00,• Văn Phòng Hà Nội,,15:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,10:00,• Văn Phòng Hà Nội,,12:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,15:00,• Văn Phòng Hà Nội,,17:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,18:00,• Văn Phòng Hà Nội,,20:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,20:00,• Văn Phòng Hà Nội,,22:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,09:00,• Văn Phòng Hà Nội,,11:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,08:00,• Văn Phòng Hà Nội,,10:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,09:00,• Văn Phòng Hà Nội,,11:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,07:00,• Văn Phòng Hà Nội,,09:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,17:00,• Văn Phòng Hà Nội,,19:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,07:00,• Văn Phòng Hà Nội,,09:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,16:00,• Văn Phòng Hà Nội,,18:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,14:00,• Văn Phòng Hà Nội,,16:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,12:00,• Văn Phòng Hà Nội,,14:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,15:00,• Văn Phòng Hà Nội,,17:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,08:00,• Văn Phòng Hà Nội,,10:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,12:00,• Văn Phòng Hà Nội,,14:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,10:00,• Văn Phòng Hà Nội,,12:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,19:00,• Văn Phòng Hà Nội,,21:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,19:00,• Văn Phòng Hà Nội,,21:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,20:00,• Văn Phòng Hà Nội,,22:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,17:00,• Văn Phòng Hà Nội,,19:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,13:00,• Văn Phòng Hà Nội,,15:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,16:00,• Văn Phòng Hà Nội,,18:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,18:00,• Văn Phòng Hà Nội,,20:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,11:00,• Văn Phòng Hà Nội,,13:00,• Văn phòng Bỉm Sơn,2h,180.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,11:00,• Văn Phòng Hà Nội,,13:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,14:00,• Văn Phòng Hà Nội,,16:30,• Văn phòng Hậu Lộc,2h30m,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,15:00,• Bến xe Nước Ngầm,,18:00,• Bến xe phía bắc Thanh Hóa,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,14:30,• Bến xe Nước Ngầm,,18:00,• Văn Phòng Nghi Sơn,3h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:30,• Bến xe Nước Ngầm,,19:30,• Văn Phòng Quảng Xương,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,15:30,• Bến xe Nước Ngầm,,18:30,• Văn Phòng Quảng Xương,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,19:30,• Bến xe Nước Ngầm,,22:30,• Văn Phòng Quảng Xương,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,18:30,• Bến xe Nước Ngầm,,21:30,• Văn Phòng Quảng Xương,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,17:30,• Bến xe Nước Ngầm,,20:30,• Văn Phòng Quảng Xương,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,17:30,• Bến xe Nước Ngầm,,21:00,• Văn Phòng Nghi Sơn,3h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,12:30,• Bến xe Nước Ngầm,,15:30,• Văn Phòng Quảng Xương,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,20:30,• Bến xe Nước Ngầm,(16/10),00:00,• Văn Phòng Nghi Sơn,3h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,20:30,• Bến xe Nước Ngầm,,23:30,• Văn Phòng Quảng Xương,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,21:00,• Bến xe Nước Ngầm,(16/10),00:00,• Bến xe phía bắc Thanh Hóa,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,18:30,• Bến xe Nước Ngầm,,22:00,• Văn Phòng Nghi Sơn,3h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,15:30,• Bến xe Nước Ngầm,,19:00,• Văn Phòng Nghi Sơn,3h30m,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:00,• Bến xe Nước Ngầm,,19:00,• Bến xe khách Sầm Sơn,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,19:00,• Bến xe Nước Ngầm,,22:00,• Bến xe khách Sầm Sơn,3h,230.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,08:30,"• Bến xe Nước Ngầm, Hà Nội",,10:30,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,12:40,"• Bến xe Nước Ngầm, Hà Nội",,14:40,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,19:30,"• Bến xe Nước Ngầm, Hà Nội",,21:30,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,17:20,"• Bến xe Giáp Bát, Hà Nội",,19:50,"• Nút giao Hà Lĩnh, Hà Trung, Thanh Hóa",2h30m,300.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,10:30,"• Bến xe Nước Ngầm, Hà Nội",,12:30,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
FUTA HÀ SƠN,4.8 (318),Limousine 24 chỗ,23:40,"• Bến xe Nước Ngầm, Hà Nội",(16/10),01:40,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,390.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,22:20,"• Bến xe Nước Ngầm, Hà Nội",(16/10),00:20,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,200.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
FUTA HÀ SƠN,4.8 (318),Limousine 24 chỗ,19:30,"• Bến xe Giáp Bát, Hà Nội",,22:00,"• Nút giao Hà Lĩnh, Hà Trung, Thanh Hóa",2h30m,500.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
FUTA HÀ SƠN,4.8 (318),Limousine 24 chỗ,14:20,"• Bến xe Nước Ngầm, Hà Nội",,16:20,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,390.0,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8
Thành Trung Limousine,4 (113),Limousine 11 chỗ,11:00,• Văn phòng Hà Nội,,13:30,• Văn phòng Nghi Sơn,2h30m,280.0,260.0,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3
Thành Trung Limousine,4 (113),Limousine 11 chỗ,12:00,• Văn phòng Hà Nội,,14:30,• Văn phòng Nghi Sơn,2h30m,280.0,260.0,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3
Thành Trung Limousine,4 (113),Limousine 11 chỗ,10:00,• Văn phòng Hà Nội,,12:30,• Văn phòng Nghi Sơn,2h30m,280.0,260.0,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3
Thành Trung Limousine,4 (113),Limousine 11 chỗ,17:00,• Văn phòng Hà Nội,,19:30,• Văn phòng Nghi Sơn,2h30m,280.0,260.0,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3
Thành Trung Limousine,4 (113),Limousine 11 chỗ,09:00,• Văn phòng Hà Nội,,11:30,• Văn phòng Nghi Sơn,2h30m,280.0,260.0,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3
Thành Trung Limousine,4 (113),Limousine 9 chỗ,07:00,• Văn phòng Hà Nội,,09:30,• Văn phòng Nghi Sơn,2h30m,280.0,260.0,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3
Thành Trung Limousine,4 (113),Limousine 11 chỗ,14:00,• Văn phòng Hà Nội,,16:30,• Văn phòng Nghi Sơn,2h30m,280.0,260.0,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3
Thành Trung Limousine,4 (113),Limousine 11 chỗ,15:00,• Văn phòng Hà Nội,,17:30,• Văn phòng Nghi Sơn,2h30m,280.0,260.0,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3
Thành Trung Limousine,4 (113),Limousine 11 chỗ,13:00,• Văn phòng Hà Nội,,15:30,• Văn phòng Nghi Sơn,2h30m,280.0,260.0,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3
